aer_ai_mean,aer_ai_valid_frac,co_mean,co_valid_frac,no2_mean,no2_valid_frac,period_start,city,precip_mm,no2_log,co_log,doy_sin,doy_cos,low_confidence,split
-0.7870665270010838,1,0.0409679965985072,0.740484429065744,2.7311118085448944e-05,0.986159169550173,2021-10-19,Lagos,53.03806785511785,-10.508216682802276,-3.194964087849933,-0.9521140536681102,0.3057430764672831,False,train
-0.3117200103112428,1,0.0418907583570859,0.9550173010380624,3.2892800456717554e-05,1.0,2021-10-26,Lagos,30.726297386699535,-10.322256755242778,-3.172690040651947,-0.9084917035725082,0.41790288888678667,False,train
-0.1278226732636279,1,0.0446556800726344,1.0,3.8400376735605126e-05,1.0,2021-11-02,Lagos,25.28882690035607,-10.167443287595669,-3.1087737664776642,-0.8517119107469189,0.5240103253675756,False,train
-0.3538144699699005,1,0.0459699462448601,0.9930795847750864,3.361927915182459e-05,0.9757785467128028,2021-11-09,Lagos,33.63102262655247,-10.30041087126588,-3.0797674385173033,-0.7825970017677834,0.6225286602431057,False,train
-0.0244450375227788,1,0.0470995130488925,1.0,3.9719470043993166e-05,0.9792387543252596,2021-11-16,Lagos,12.968864760494306,-10.133669061172556,-3.0554926166779124,-0.7021479494046978,0.712031078778713,False,train
0.2111061958220639,1,0.0466050451214971,0.9134948096885812,4.2376665643274206e-05,1.0,2021-11-23,Lagos,12.986247228511358,-10.068912685820258,-3.066046479300896,-0.6115298757991053,0.7912213413483807,False,train
0.6311406157055437,1,0.0502968447240516,0.972318339100346,4.471062443363887e-05,1.0,2021-11-30,Lagos,3.8825598265972334,-10.015299401507729,-2.989812932988102,-0.5120551783114646,0.8589525565270845,False,train
0.7908125137454598,1,0.0536906008512291,0.9342560553633218,5.042998440130463e-05,1.0,2021-12-07,Lagos,1.7443154351417969,-9.894924631189497,-2.924517323490348,-0.4051645224207563,0.9142437912130223,False,train
1.2686067871490216,1,0.0565584803016576,0.8512110726643599,4.638060468620137e-05,1.0,2021-12-14,Lagos,1.7284973845575995,-9.978629188571999,-2.8724801265373663,-0.29240597695107734,0.9562942772197719,False,train
1.20492222586566,1,0.0611611339134186,0.9238754325259516,5.338516039604044e-05,1.0,2021-12-21,Lagos,0.3495837950822528,-9.837977745823387,-2.794243357978383,-0.17541259380427843,0.9844950085880858,False,train
0.7721542185287202,1,0.0649467926738355,0.9550173010380624,4.3641925744769e-05,1.0,2021-12-28,Lagos,10.796851729818702,-10.03949226999939,-2.7341869185500296,-0.05587875690537313,0.9984375616565666,False,train
1.2625067515671935,1,0.0696704261761551,0.972318339100346,4.341077673398747e-05,1.0,2022-01-04,Lagos,1.714521872735301,-10.04480283583917,-2.6639793528904234,0.06875540848113941,0.9976335468520451,False,train
0.6729701192043116,1,0.0624091520147776,0.8823529411764706,3.446075603546827e-05,1.0,2022-01-11,Lagos,5.098924889456455,-10.275689387596502,-2.774043347457807,0.18809941761179758,0.9821499931752291,False,train
1.253011114869884,1,0.0740615859169805,0.9896193771626296,5.301400905492395e-05,1.0,2022-01-18,Lagos,0.7041600964160325,-9.844954357547984,-2.6028582897780588,0.3047192331091634,0.9524422234305676,False,train
1.8176099243270956,1,0.0716706088188423,0.9550173010380624,5.8313210825891645e-05,1.0,2022-01-25,Lagos,0.1230347301565884,-9.749681889490745,-2.6356745342608576,0.4169258813287287,0.908940487313808,False,train
